cells,cells_outside_expected_support,component_count,component_elongation_median,component_perimeter_sqrt_area_median,component_size_max,component_size_median,component_size_p90,edge_component_count,family,group,map_id,pct_map,quantity_1,quantity_10,quantity_11,quantity_12,quantity_13,quantity_14,quantity_15,quantity_2,quantity_3,quantity_4,quantity_5,quantity_6,quantity_7,quantity_8,quantity_9,quantity_counts,quantity_max,quantity_mean,quantity_median,quantity_min,stock,terrain_counts
20808,0,1256,1.3599559933688752,7.071067811865475,525,2.0,41.0,0,coal,20p,sav_012,3.527832,1424,1346,1401,1346,1424,1382,1401,1377,1364,1430,1331,1461,1377,1364,1380,"{""1"": 1424, ""10"": 1346, ""11"": 1401, ""12"": 1346, ""13"": 1424, ""14"": 1382, ""15"": 1401, ""2"": 1377, ""3"": 1364, ""4"": 1430, ""5"": 1331, ""6"": 1461, ""7"": 1377, ""8"": 1364, ""9"": 1380}",15,7.991157247212611,8.0,1,166280,"{""128"": 2836, ""129"": 472, ""32"": 15168, ""33"": 1742, ""34"": 8, ""35"": 582}"
9000,0,537,1.7320508075688772,8.0,200,4.0,50.400000000000034,0,iron,20p,sav_012,1.525879,607,618,604,616,573,605,603,638,624,602,571,574,606,601,558,"{""1"": 607, ""10"": 618, ""11"": 604, ""12"": 616, ""13"": 573, ""14"": 605, ""15"": 603, ""2"": 638, ""3"": 624, ""4"": 602, ""5"": 571, ""6"": 574, ""7"": 606, ""8"": 601, ""9"": 558}",15,7.968222222222222,8.0,1,71714,"{""128"": 1392, ""129"": 174, ""32"": 6379, ""33"": 843, ""34"": 1, ""35"": 211}"
5903,0,312,1.7665408186948466,8.091768327661066,164,5.0,55.900000000000034,0,gold,20p,sav_012,1.000807,398,388,419,362,364,375,383,433,401,388,416,407,380,395,394,"{""1"": 398, ""10"": 388, ""11"": 419, ""12"": 362, ""13"": 364, ""14"": 375, ""15"": 383, ""2"": 433, ""3"": 401, ""4"": 388, ""5"": 416, ""6"": 407, ""7"": 380, ""8"": 395, ""9"": 394}",15,7.871760121971879,8.0,1,46467,"{""128"": 747, ""129"": 119, ""32"": 4311, ""33"": 594, ""34"": 1, ""35"": 131}"
2304,0,125,1.7593038678319963,8.398412548412548,103,6.0,49.60000000000001,0,gems,20p,sav_012,0.390625,163,175,145,151,138,136,143,169,148,159,150,160,166,155,146,"{""1"": 163, ""10"": 175, ""11"": 145, ""12"": 151, ""13"": 138, ""14"": 136, ""15"": 143, ""2"": 169, ""3"": 148, ""4"": 159, ""5"": 150, ""6"": 160, ""7"": 166, ""8"": 155, ""9"": 146}",15,7.815538194444445,8.0,1,18007,"{""128"": 312, ""129"": 33, ""32"": 1670, ""33"": 245, ""35"": 44}"
3092,0,159,1.7441959217822534,8.315218406202998,125,7.0,54.400000000000034,0,sulfur,20p,sav_012,0.524224,183,211,199,195,216,205,193,257,204,195,219,210,193,211,201,"{""1"": 183, ""10"": 211, ""11"": 199, ""12"": 195, ""13"": 216, ""14"": 205, ""15"": 193, ""2"": 257, ""3"": 204, ""4"": 195, ""5"": 219, ""6"": 210, ""7"": 193, ""8"": 211, ""9"": 201}",15,7.92496765847348,8.0,1,24504,"{""128"": 323, ""129"": 68, ""32"": 2254, ""33"": 342, ""35"": 105}"
41107,0,517,1.7327420296893776,8.0,3819,3.0,139.80000000000007,0,minerals,20p,sav_012,6.969367,2775,2738,2768,2670,2715,2703,2723,2874,2741,2774,2687,2812,2722,2726,2679,"{""1"": 2775, ""10"": 2738, ""11"": 2768, ""12"": 2670, ""13"": 2715, ""14"": 2703, ""15"": 2723, ""2"": 2874, ""3"": 2741, ""4"": 2774, ""5"": 2687, ""6"": 2812, ""7"": 2722, ""8"": 2726, ""9"": 2679}",15,7.954168389811954,8.0,1,326972,"{""128"": 5610, ""129"": 866, ""32"": 29782, ""33"": 3766, ""34"": 10, ""35"": 1073}"
41372,0,7894,1.7320508075688772,7.071067811865475,146,2.0,13.0,15,fish,20p,sav_012,7.014296,3470,2726,2724,2699,2747,2616,2684,2709,2687,2674,2688,2786,2669,2741,2752,"{""1"": 3470, ""10"": 2726, ""11"": 2724, ""12"": 2699, ""13"": 2747, ""14"": 2616, ""15"": 2684, ""2"": 2709, ""3"": 2687, ""4"": 2674, ""5"": 2688, ""6"": 2786, ""7"": 2669, ""8"": 2741, ""9"": 2752}",15,7.864908633858648,8.0,1,325387,"{""0"": 2846, ""1"": 2594, ""2"": 2469, ""3"": 2287, ""4"": 2070, ""5"": 1895, ""6"": 1851, ""7"": 25360}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_012,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
19344,0,1252,1.3855580763753692,7.071067811865475,600,2.0,47.0,0,coal,20p,sav_013,3.279622,1300,1254,1250,1306,1337,1285,1315,1337,1280,1290,1259,1238,1329,1272,1292,"{""1"": 1300, ""10"": 1254, ""11"": 1250, ""12"": 1306, ""13"": 1337, ""14"": 1285, ""15"": 1315, ""2"": 1337, ""3"": 1280, ""4"": 1290, ""5"": 1259, ""6"": 1238, ""7"": 1329, ""8"": 1272, ""9"": 1292}",15,8.005686517783293,8.0,1,154862,"{""128"": 2203, ""129"": 478, ""32"": 14292, ""33"": 1755, ""34"": 8, ""35"": 608}"
9100,0,560,1.7320508075688772,7.598021348499628,169,3.0,50.0,0,iron,20p,sav_013,1.542833,640,591,593,585,616,646,626,579,616,643,599,562,603,611,590,"{""1"": 640, ""10"": 591, ""11"": 593, ""12"": 585, ""13"": 616, ""14"": 646, ""15"": 626, ""2"": 579, ""3"": 616, ""4"": 643, ""5"": 599, ""6"": 562, ""7"": 603, ""8"": 611, ""9"": 590}",15,8.010879120879121,8.0,1,72899,"{""128"": 1302, ""129"": 208, ""32"": 6452, ""33"": 861, ""34"": 8, ""35"": 269}"
6021,0,295,1.7320508075688772,8.427009716003845,250,5.0,54.0,0,gold,20p,sav_013,1.020813,427,407,413,372,402,410,372,391,418,399,393,398,410,408,401,"{""1"": 427, ""10"": 407, ""11"": 413, ""12"": 372, ""13"": 402, ""14"": 410, ""15"": 372, ""2"": 391, ""3"": 418, ""4"": 399, ""5"": 393, ""6"": 398, ""7"": 410, ""8"": 408, ""9"": 401}",15,7.935226706527155,8.0,1,47778,"{""128"": 820, ""129"": 147, ""32"": 4283, ""33"": 569, ""34"": 4, ""35"": 198}"
2044,0,96,1.6446534197061173,8.164557509945041,110,6.5,57.0,0,gems,20p,sav_013,0.346544,128,138,131,143,134,123,139,128,127,126,144,149,141,133,160,"{""1"": 128, ""10"": 138, ""11"": 131, ""12"": 143, ""13"": 134, ""14"": 123, ""15"": 139, ""2"": 128, ""3"": 127, ""4"": 126, ""5"": 144, ""6"": 149, ""7"": 141, ""8"": 133, ""9"": 160}",15,8.052837573385519,8.0,1,16460,"{""128"": 249, ""129"": 57, ""32"": 1493, ""33"": 156, ""34"": 2, ""35"": 87}"
2808,0,154,1.7174737955815553,8.03680945851401,92,3.5,55.70000000000002,0,sulfur,20p,sav_013,0.476074,200,171,182,192,162,182,197,195,200,189,191,214,188,155,190,"{""1"": 200, ""10"": 171, ""11"": 182, ""12"": 192, ""13"": 162, ""14"": 182, ""15"": 197, ""2"": 195, ""3"": 200, ""4"": 189, ""5"": 191, ""6"": 214, ""7"": 188, ""8"": 155, ""9"": 190}",15,7.861823361823362,8.0,1,22076,"{""128"": 446, ""129"": 110, ""32"": 1807, ""33"": 330, ""35"": 115}"
39317,0,518,1.7320508075688772,8.082903768654761,4714,4.0,163.60000000000002,0,minerals,20p,sav_013,6.665887,2695,2561,2569,2598,2651,2646,2649,2630,2641,2647,2586,2561,2671,2579,2633,"{""1"": 2695, ""10"": 2561, ""11"": 2569, ""12"": 2598, ""13"": 2651, ""14"": 2646, ""15"": 2649, ""2"": 2630, ""3"": 2641, ""4"": 2647, ""5"": 2586, ""6"": 2561, ""7"": 2671, ""8"": 2579, ""9"": 2633}",15,7.988274792074675,8.0,1,314075,"{""128"": 5020, ""129"": 1000, ""32"": 28327, ""33"": 3671, ""34"": 22, ""35"": 1277}"
43065,0,8462,1.7320508075688776,7.071067811865475,229,2.0,12.0,11,fish,20p,sav_013,7.301331,3680,2865,2882,2876,2681,2857,2762,2882,2880,2802,2790,2785,2807,2800,2716,"{""1"": 3680, ""10"": 2865, ""11"": 2882, ""12"": 2876, ""13"": 2681, ""14"": 2857, ""15"": 2762, ""2"": 2882, ""3"": 2880, ""4"": 2802, ""5"": 2790, ""6"": 2785, ""7"": 2807, ""8"": 2800, ""9"": 2716}",15,7.839080459770115,8.0,1,337590,"{""0"": 3517, ""1"": 3202, ""2"": 2911, ""3"": 2545, ""4"": 2375, ""5"": 2027, ""6"": 1860, ""7"": 24628}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_013,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
20718,0,1210,1.3964621703824083,7.071067811865475,450,2.0,47.0,0,coal,20p,sav_014,3.512573,1426,1376,1351,1425,1347,1456,1387,1370,1350,1414,1429,1342,1316,1338,1391,"{""1"": 1426, ""10"": 1376, ""11"": 1351, ""12"": 1425, ""13"": 1347, ""14"": 1456, ""15"": 1387, ""2"": 1370, ""3"": 1350, ""4"": 1414, ""5"": 1429, ""6"": 1342, ""7"": 1316, ""8"": 1338, ""9"": 1391}",15,8.008736364513949,8.0,1,165925,"{""128"": 2480, ""129"": 439, ""32"": 15383, ""33"": 1843, ""34"": 3, ""35"": 570}"
8486,0,467,1.732050807568877,8.0,290,3.0,55.400000000000034,0,iron,20p,sav_014,1.438734,561,542,627,551,560,587,562,554,583,593,552,544,529,549,592,"{""1"": 561, ""10"": 542, ""11"": 627, ""12"": 551, ""13"": 560, ""14"": 587, ""15"": 562, ""2"": 554, ""3"": 583, ""4"": 593, ""5"": 552, ""6"": 544, ""7"": 529, ""8"": 549, ""9"": 592}",15,8.024275276926703,8.0,1,68094,"{""128"": 1174, ""129"": 165, ""32"": 6225, ""33"": 713, ""34"": 1, ""35"": 208}"
6408,0,362,1.7923180335812634,8.082903768654761,150,4.0,53.0,0,gold,20p,sav_014,1.086426,403,456,433,431,398,437,442,400,452,413,407,447,444,448,397,"{""1"": 403, ""10"": 456, ""11"": 433, ""12"": 431, ""13"": 398, ""14"": 437, ""15"": 442, ""2"": 400, ""3"": 452, ""4"": 413, ""5"": 407, ""6"": 447, ""7"": 444, ""8"": 448, ""9"": 397}",15,8.053995006242197,8.0,1,51610,"{""128"": 732, ""129"": 133, ""32"": 4844, ""33"": 541, ""34"": 2, ""35"": 156}"
1904,0,115,1.8193046331017266,8.082903768654761,128,4.0,50.60000000000001,0,gems,20p,sav_014,0.322808,113,110,116,137,135,157,135,121,129,129,117,148,127,100,130,"{""1"": 113, ""10"": 110, ""11"": 116, ""12"": 137, ""13"": 135, ""14"": 157, ""15"": 135, ""2"": 121, ""3"": 129, ""4"": 129, ""5"": 117, ""6"": 148, ""7"": 127, ""8"": 100, ""9"": 130}",15,8.186974789915967,8.0,1,15588,"{""128"": 295, ""129"": 57, ""32"": 1373, ""33"": 112, ""35"": 67}"
2734,0,168,1.7782196203914749,8.97213595499958,70,6.5,46.0,0,sulfur,20p,sav_014,0.463528,164,184,184,195,165,187,214,210,174,173,156,167,196,187,178,"{""1"": 164, ""10"": 184, ""11"": 184, ""12"": 195, ""13"": 165, ""14"": 187, ""15"": 214, ""2"": 210, ""3"": 174, ""4"": 173, ""5"": 156, ""6"": 167, ""7"": 196, ""8"": 187, ""9"": 178}",15,8.129846378931967,8.0,1,22227,"{""128"": 456, ""129"": 56, ""32"": 1842, ""33"": 314, ""35"": 66}"
40250,0,529,1.7320508075688772,7.071067811865475,4438,3.0,107.59999999999997,0,minerals,20p,sav_014,6.82407,2667,2668,2711,2739,2605,2824,2740,2655,2688,2722,2661,2648,2612,2622,2688,"{""1"": 2667, ""10"": 2668, ""11"": 2711, ""12"": 2739, ""13"": 2605, ""14"": 2824, ""15"": 2740, ""2"": 2655, ""3"": 2688, ""4"": 2722, ""5"": 2661, ""6"": 2648, ""7"": 2612, ""8"": 2622, ""9"": 2688}",15,8.035875776397516,8.0,1,323444,"{""128"": 5137, ""129"": 850, ""32"": 29667, ""33"": 3523, ""34"": 6, ""35"": 1067}"
42013,0,8064,1.8143093402760382,7.071067811865475,128,2.0,13.0,10,fish,20p,sav_014,7.122972,3485,2722,2827,2754,2743,2700,2682,2796,2771,2768,2711,2787,2738,2750,2779,"{""1"": 3485, ""10"": 2722, ""11"": 2827, ""12"": 2754, ""13"": 2743, ""14"": 2700, ""15"": 2682, ""2"": 2796, ""3"": 2771, ""4"": 2768, ""5"": 2711, ""6"": 2787, ""7"": 2738, ""8"": 2750, ""9"": 2779}",15,7.85399757218004,8.0,1,329970,"{""0"": 3473, ""1"": 3233, ""2"": 2852, ""3"": 2555, ""4"": 2267, ""5"": 1979, ""6"": 1832, ""7"": 23822}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_014,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
20224,0,1147,1.4799588968229784,7.071067811865475,626,2.0,46.0,0,coal,20p,sav_015,3.428819,1366,1298,1337,1376,1334,1338,1387,1314,1428,1291,1374,1354,1333,1332,1362,"{""1"": 1366, ""10"": 1298, ""11"": 1337, ""12"": 1376, ""13"": 1334, ""14"": 1338, ""15"": 1387, ""2"": 1314, ""3"": 1428, ""4"": 1291, ""5"": 1374, ""6"": 1354, ""7"": 1333, ""8"": 1332, ""9"": 1362}",15,7.998368275316456,8.0,1,161759,"{""128"": 3326, ""129"": 407, ""32"": 14105, ""33"": 1834, ""34"": 8, ""35"": 544}"
9184,0,507,1.7243858412372828,7.071067811865475,340,3.0,58.0,0,iron,20p,sav_015,1.557075,624,617,639,619,626,601,591,609,583,620,600,597,599,643,616,"{""1"": 624, ""10"": 617, ""11"": 639, ""12"": 619, ""13"": 626, ""14"": 601, ""15"": 591, ""2"": 609, ""3"": 583, ""4"": 620, ""5"": 600, ""6"": 597, ""7"": 599, ""8"": 643, ""9"": 616}",15,8.01154181184669,8.0,1,73578,"{""128"": 1148, ""129"": 278, ""32"": 6698, ""33"": 756, ""34"": 6, ""35"": 298}"
5350,0,288,1.7320508075688776,8.172373830943204,130,6.0,59.30000000000001,0,gold,20p,sav_015,0.90705,382,360,380,350,381,367,342,363,334,334,355,341,347,348,366,"{""1"": 382, ""10"": 360, ""11"": 380, ""12"": 350, ""13"": 381, ""14"": 367, ""15"": 342, ""2"": 363, ""3"": 334, ""4"": 334, ""5"": 355, ""6"": 341, ""7"": 347, ""8"": 348, ""9"": 366}",15,8.032710280373832,8.0,1,42975,"{""128"": 638, ""129"": 97, ""32"": 4004, ""33"": 489, ""34"": 2, ""35"": 120}"
2126,0,129,1.7320508075688772,8.48528137423857,101,5.0,51.2,0,gems,20p,sav_015,0.360447,142,164,136,154,155,139,127,146,146,130,153,128,132,144,130,"{""1"": 142, ""10"": 164, ""11"": 136, ""12"": 154, ""13"": 155, ""14"": 139, ""15"": 127, ""2"": 146, ""3"": 146, ""4"": 130, ""5"": 153, ""6"": 128, ""7"": 132, ""8"": 144, ""9"": 130}",15,8.006114769520225,8.0,1,17021,"{""128"": 217, ""129"": 44, ""32"": 1629, ""33"": 179, ""34"": 1, ""35"": 56}"
2737,0,124,1.7320508075688772,9.0,93,7.0,65.7,0,sulfur,20p,sav_015,0.464037,167,190,190,186,174,161,181,175,177,204,176,175,204,185,192,"{""1"": 167, ""10"": 190, ""11"": 190, ""12"": 186, ""13"": 174, ""14"": 161, ""15"": 181, ""2"": 175, ""3"": 177, ""4"": 204, ""5"": 176, ""6"": 175, ""7"": 204, ""8"": 185, ""9"": 192}",15,7.995250274022653,8.0,1,21883,"{""128"": 164, ""129"": 31, ""32"": 2244, ""33"": 256, ""34"": 3, ""35"": 39}"
39621,0,485,1.7529935842708957,8.082903768654761,4061,3.0,157.80000000000007,0,minerals,20p,sav_015,6.717428,2681,2629,2682,2685,2670,2606,2628,2607,2668,2579,2658,2595,2615,2652,2666,"{""1"": 2681, ""10"": 2629, ""11"": 2682, ""12"": 2685, ""13"": 2670, ""14"": 2606, ""15"": 2628, ""2"": 2607, ""3"": 2668, ""4"": 2579, ""5"": 2658, ""6"": 2595, ""7"": 2615, ""8"": 2652, ""9"": 2666}",15,8.006259306933192,8.0,1,317216,"{""128"": 5493, ""129"": 857, ""32"": 28680, ""33"": 3514, ""34"": 20, ""35"": 1057}"
46390,0,8647,1.7320508075688776,7.071067811865475,120,2.0,13.0,7,fish,20p,sav_015,7.865058,3761,3092,3046,3159,3049,3067,2983,3024,3023,3054,3059,3005,2988,3018,3062,"{""1"": 3761, ""10"": 3092, ""11"": 3046, ""12"": 3159, ""13"": 3049, ""14"": 3067, ""15"": 2983, ""2"": 3024, ""3"": 3023, ""4"": 3054, ""5"": 3059, ""6"": 3005, ""7"": 2988, ""8"": 3018, ""9"": 3062}",15,7.904526837680534,8.0,1,366691,"{""0"": 3676, ""1"": 3404, ""2"": 3132, ""3"": 2951, ""4"": 2687, ""5"": 2453, ""6"": 2245, ""7"": 25842}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_015,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
20853,0,1197,1.4028250317297195,7.071067811865475,452,2.0,48.0,0,coal,20p,sav_016,3.535461,1352,1394,1352,1405,1405,1461,1369,1332,1400,1376,1348,1391,1421,1422,1425,"{""1"": 1352, ""10"": 1394, ""11"": 1352, ""12"": 1405, ""13"": 1405, ""14"": 1461, ""15"": 1369, ""2"": 1332, ""3"": 1400, ""4"": 1376, ""5"": 1348, ""6"": 1391, ""7"": 1421, ""8"": 1422, ""9"": 1425}",15,8.050640195655301,8.0,1,167880,"{""128"": 2347, ""129"": 623, ""32"": 15336, ""33"": 1745, ""34"": 7, ""35"": 795}"
8727,0,578,1.7320508075688772,7.071067811865475,170,2.0,49.0,0,iron,20p,sav_016,1.479594,573,587,602,550,575,563,552,583,592,598,619,562,611,596,564,"{""1"": 573, ""10"": 587, ""11"": 602, ""12"": 550, ""13"": 575, ""14"": 563, ""15"": 552, ""2"": 583, ""3"": 592, ""4"": 598, ""5"": 619, ""6"": 562, ""7"": 611, ""8"": 596, ""9"": 564}",15,7.932164546808754,8.0,1,69224,"{""128"": 1219, ""129"": 243, ""32"": 6258, ""33"": 716, ""34"": 2, ""35"": 289}"
6111,0,306,1.766591402092969,8.082903768654761,160,5.0,61.0,0,gold,20p,sav_016,1.036072,382,458,401,423,392,391,404,416,402,414,410,389,426,390,413,"{""1"": 382, ""10"": 458, ""11"": 401, ""12"": 423, ""13"": 392, ""14"": 391, ""15"": 404, ""2"": 416, ""3"": 402, ""4"": 414, ""5"": 410, ""6"": 389, ""7"": 426, ""8"": 390, ""9"": 413}",15,8.014400261822942,8.0,1,48976,"{""128"": 907, ""129"": 227, ""32"": 4205, ""33"": 510, ""35"": 262}"
1981,0,111,1.7824794394117596,8.082903768654761,104,3.0,56.0,0,gems,20p,sav_016,0.335863,131,106,145,135,118,141,151,143,128,131,128,138,137,133,116,"{""1"": 131, ""10"": 106, ""11"": 145, ""12"": 135, ""13"": 118, ""14"": 141, ""15"": 151, ""2"": 143, ""3"": 128, ""4"": 131, ""5"": 128, ""6"": 138, ""7"": 137, ""8"": 133, ""9"": 116}",15,8.030287733467945,8.0,1,15908,"{""128"": 221, ""129"": 40, ""32"": 1534, ""33"": 116, ""35"": 70}"
3431,0,150,1.7856751261528334,9.346276030534366,106,10.0,65.0,0,sulfur,20p,sav_016,0.581699,243,211,225,202,234,241,242,232,225,212,256,212,229,226,241,"{""1"": 243, ""10"": 211, ""11"": 225, ""12"": 202, ""13"": 234, ""14"": 241, ""15"": 242, ""2"": 232, ""3"": 225, ""4"": 212, ""5"": 256, ""6"": 212, ""7"": 229, ""8"": 226, ""9"": 241}",15,7.990964733313903,8.0,1,27417,"{""128"": 575, ""129"": 152, ""32"": 2257, ""33"": 252, ""34"": 1, ""35"": 194}"
41103,0,472,1.8043351840431034,7.071067811865475,3755,3.0,158.30000000000024,0,minerals,20p,sav_016,6.968689,2681,2756,2725,2715,2724,2797,2718,2706,2747,2731,2761,2692,2824,2767,2759,"{""1"": 2681, ""10"": 2756, ""11"": 2725, ""12"": 2715, ""13"": 2724, ""14"": 2797, ""15"": 2718, ""2"": 2706, ""3"": 2747, ""4"": 2731, ""5"": 2761, ""6"": 2692, ""7"": 2824, ""8"": 2767, ""9"": 2759}",15,8.014135221273387,8.0,1,329405,"{""128"": 5269, ""129"": 1285, ""32"": 29590, ""33"": 3339, ""34"": 10, ""35"": 1610}"
43238,0,8194,1.7320508075688776,7.071067811865475,154,2.0,13.0,10,fish,20p,sav_016,7.330661,3908,2873,2853,2791,2826,2867,2660,2781,2893,2793,2808,2735,2859,2757,2834,"{""1"": 3908, ""10"": 2873, ""11"": 2853, ""12"": 2791, ""13"": 2826, ""14"": 2867, ""15"": 2660, ""2"": 2781, ""3"": 2893, ""4"": 2793, ""5"": 2808, ""6"": 2735, ""7"": 2859, ""8"": 2757, ""9"": 2834}",15,7.8108839446782925,8.0,1,337727,"{""0"": 3542, ""1"": 3231, ""2"": 2878, ""3"": 2557, ""4"": 2406, ""5"": 2183, ""6"": 1987, ""7"": 24454}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_016,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
